Country Code,Year,Series Name,Series Code,Value
MAR,2022,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,32.65
MAR,2023,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,0
MAR,2023,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,0
MAR,2023,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,0
MAR,2023,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0
MAR,2023,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,0
MAR,2023,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
MAR,2023,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
MAR,2023,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,0
MAR,2023,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
MAR,2023,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,0
MAR,2023,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
MAR,2023,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
MAR,2023,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
MAR,2023,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
MAR,2023,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
MAR,2023,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
MAR,2023,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
ABW,2021,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.315
ABW,2021,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.798
ABW,2021,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.626
ABW,2021,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0
ABW,2021,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,0
ABW,2021,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
ABW,2021,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
ABW,2021,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,0
ABW,2021,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
ABW,2021,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,0
ABW,2021,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
ABW,2021,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
ABW,2021,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
ABW,2021,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
ABW,2021,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
ABW,2021,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
ABW,2021,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
ABW,2022,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.681
ABW,2022,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.145
ABW,2022,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.992
ABW,2022,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0
ABW,2022,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,0
ABW,2022,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
ABW,2022,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
ABW,2022,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,0
ABW,2022,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
ABW,2022,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,0
ABW,2022,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
ABW,2022,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
ABW,2022,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
ABW,2022,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
ABW,2022,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
ABW,2022,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
ABW,2022,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
ABW,2023,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,0
ABW,2023,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,0
ABW,2023,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,0
ABW,2023,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0
ABW,2023,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,0
ABW,2023,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
ABW,2023,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
ABW,2023,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,0
ABW,2023,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
ABW,2023,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,0
ABW,2023,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
ABW,2023,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
ABW,2023,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
ABW,2023,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
ABW,2023,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
ABW,2023,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
ABW,2023,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
AFE,2021,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.07317028
AFE,2021,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.88979714
AFE,2021,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.44909279
AFE,2021,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,72.63890839
AFE,2021,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,82.80454254
AFE,2021,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AFE,2021,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AFE,2021,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,58.37755609
AFE,2021,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
AFE,2021,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,19.9986675
AFE,2021,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AFE,2021,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AFE,2021,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
AFE,2021,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
AFE,2021,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
AFE,2021,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
AFE,2021,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
AFE,2022,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.48035337
AFE,2022,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.35237885
AFE,2022,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.88846323
AFE,2022,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,72.98155975
AFE,2022,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,83.03627014
AFE,2022,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AFE,2022,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AFE,2022,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,59.10746119
AFE,2022,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
AFE,2022,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,20.16313627
AFE,2022,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AFE,2022,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AFE,2022,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
AFE,2022,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
AFE,2022,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
AFE,2022,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
AFE,2022,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
AFE,2023,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,0
AFE,2023,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,0
AFE,2023,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,0
AFE,2023,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,73.27510834
AFE,2023,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,83.22039032
AFE,2023,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AFE,2023,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AFE,2023,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,0
AFE,2023,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
AFE,2023,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,0
AFE,2023,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AFE,2023,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AFE,2023,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
AFE,2023,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
AFE,2023,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
AFE,2023,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
AFE,2023,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
AFG,2021,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.279
AFG,2021,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,58.915
AFG,2021,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.982
AFG,2021,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,37
AFG,2021,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,56
AFG,2021,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AFG,2021,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AFG,2021,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,79.69307846
AFG,2021,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,29.313843
AFG,2021,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,47.36894465
AFG,2021,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AFG,2021,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AFG,2021,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,9.781
AFG,2021,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,6.754
AFG,2021,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,8.879
AFG,2021,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.679
AFG,2021,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,8.785
AFG,2022,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.213
AFG,2022,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.766
AFG,2022,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.879
AFG,2022,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0
AFG,2022,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,62.65999985
AFG,2022,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AFG,2022,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AFG,2022,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,82.17537112
AFG,2022,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,30.03409813
AFG,2022,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,48.21469648
AFG,2022,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AFG,2022,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AFG,2022,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
AFG,2022,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
AFG,2022,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
AFG,2022,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
AFG,2022,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
AFG,2023,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,0
AFG,2023,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,0
AFG,2023,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,0
AFG,2023,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0
AFG,2023,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,0
AFG,2023,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AFG,2023,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AFG,2023,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,0
AFG,2023,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
AFG,2023,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,0
AFG,2023,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AFG,2023,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AFG,2023,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
AFG,2023,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
AFG,2023,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
AFG,2023,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
AFG,2023,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
AFW,2021,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,58.03559735
AFW,2021,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,55.88093733
AFW,2021,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.94647481
AFW,2021,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,60.0073204
AFW,2021,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,71.26612091
AFW,2021,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AFW,2021,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AFW,2021,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,73.03746311
AFW,2021,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,29.32165491
AFW,2021,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,27.19149438
AFW,2021,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AFW,2021,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AFW,2021,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
AFW,2021,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
AFW,2021,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
AFW,2021,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
AFW,2021,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
AFW,2022,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,58.65798677
AFW,2022,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,56.53945663
AFW,2022,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.58910643
AFW,2022,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,60.29085159
AFW,2022,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,71.60542297
AFW,2022,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AFW,2022,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AFW,2022,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,74.15815197
AFW,2022,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,29.51720672
AFW,2022,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,27.27550261
AFW,2022,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AFW,2022,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AFW,2022,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,7.037487168
AFW,2022,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2.392849434
AFW,2022,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,4.960873361
AFW,2022,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.164319552
AFW,2022,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,4.923408259
AFW,2023,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,0
AFW,2023,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,0
AFW,2023,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,0
AFW,2023,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,60.50555038
AFW,2023,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,71.84809113
AFW,2023,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AFW,2023,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AFW,2023,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,0
AFW,2023,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
AFW,2023,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,0
AFW,2023,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AFW,2023,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AFW,2023,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
AFW,2023,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
AFW,2023,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
AFW,2023,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0
AFW,2023,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,0
AGO,2021,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,64.307
AGO,2021,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.029
AGO,2021,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.643
AGO,2021,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0
AGO,2021,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,0
AGO,2021,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AGO,2021,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AGO,2021,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,57.44672553
AGO,2021,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
AGO,2021,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,0
AGO,2021,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AGO,2021,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AGO,2021,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,17.111
AGO,2021,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,12.263
AGO,2021,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,29.437
AGO,2021,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.799
AGO,2021,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,29.582
AGO,2022,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,64.541
AGO,2022,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.351
AGO,2022,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.929
AGO,2022,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,72.40000153
AGO,2022,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,83.30000305
AGO,2022,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AGO,2022,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AGO,2022,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,57.71956067
AGO,2022,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
AGO,2022,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,0
AGO,2022,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
AGO,2022,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,0
AGO,2022,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,0
AGO,2022,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,0
AGO,2022,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,0
AGO,2022,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,14.124
AGO,2022,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,26.605
AGO,2023,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,0
AGO,2023,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,0
AGO,2023,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,0
AGO,2023,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0
AGO,2023,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,0
AGO,2023,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,0
AGO,2023,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0
AGO,2023,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,0
AGO,2023,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,0
AGO,2023,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,0
AGO,2023,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0
